"","gender","condtn","order","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","race","imprace","imprelig","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1"
"3428","0","1",7,"0",0.07,"0",28,"2",20,20,20,10,10,20,"0",4,6,7,2,2,1,4,2,2,24,"Bio","4",3,3,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,7,15,20,15,20,15,15,30,10,10,30,10,10,7,9,10,8,8
"669","1","2",14,"0",0.21,"1",30,"2",30,20,30,10,0,10,"1",8,7,6,6,7,8,7,3,2,22,"Undergrad","2",9,2,"FunNightOut","1/Month","2/Week","Entertainment",3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,6,30,15,25,25,5,0,30,15,25,25,5,0,7,9,6,7,6
"7102","1","2",4,"0",0.7,"1",24,"2",10,20,20,15,20,15,"0",5,7,5.5,4,4,3,4,5,2,23,"Education","2",8,1,"MeetNewPpl","1/Week","2/Week","Academic/Research",3,3,7,9,8,7,1,2,5,8,2,7,10,10,10,6,1,6,25,20,15,20,5,15,30,10,10,20,20,10,8,7,8,9,5
"1186","0","2",5,"0",0.59,"0",25,"4",15,10,30,10,5,30,"1",7,10,8,8,7,4,7,5,2,30,"SocialWork","2",3,5,"MeetNewPpl","SVRL/Year","2/Month","IntlAffairs",2,3,4,9,8,6,8,4,7,8,4,6,7,5,8,5,3,4,20,25,15,15,15,10,25,15,15,25,10,10,7,9,9,8,9
"8348","1","2",6,"0",0.4,"0",22,"2",10,20,15,20,15,20,"0",3,9,7,3,5,3,5,6,2,27,"Business","1",2,1,"FunNightOut","SVRL/Year","1/Week","Banking/Consulting",6,1,7,6,7,3,2,1,7,10,2,5,6,7,7,7,1,3,40,20,20,20,0,0,60,0,0,40,0,0,7,8,3,8,5
"6723","1","2",2,"0",0.39,"1",23,"2",14,15,16,17,18,20,"1",7,7,10,9,10,8,8,6,2,30,"PoliSci","2",1,1,"MeetNewPpl","1/Month","2/Week","IntlAffairs",9,6,8,8,5,3,9,5,9,10,5,4,10,8,9,5,1,5,40,12,18,12,6,12,30,15,10,20,20,5,9,8,7,10,7
"3474","0","1",7,"0",0.11,"0",32,"2",18,10,30,10,10,22,"1",9,8,7,7,6,4,8,4,2,29,"Business","4",1,1,"MeetNewPpl","2/Month","2/Week","Banking/Consulting",8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,2,90,2,2,2,2,2,90,5,2,3,0,5,8,10,8,8,8
"6426","1","2",1,"0",0.53,"1",24,"2",18,19,16,15,15,17,"0",6,6,8,4,10,1,2,1,2,31,"Business","2",3,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,10,20,40,10,10,10,20,10,10,30,10,20,7,8,4,10,8
"2610","0","2",20,"0",0.74,"0",26,"4",14.89,19.15,21.28,19.15,14.89,10.64,"0",3,4,4,3,3,4,2,6,2,24,"SocScie/Psych","2",9,9,"GetADate","1/Week","2/Week","Psychologist",8,6,6,9,6,6,4,8,7,9,9,6,9,5,7,9,4,7,16,16,20,16,18,14,20,12,16,20,14,18,9,10,8,10,10
"996","1","1",7,"0",0.59,"0",24,"4",5,15,45,25,0,10,"0",3,8,8,7,8,3,5,5,2,25,"Engineering","2",3,1,"ToSayIDidIt","AlmostNever","2/Week","Engineer",8,3,5,9,10,10,9,6,8,10,2,9,10,8,8,3,5,9,30,0,30,30,10,0,30,0,10,30,10,20,7,9,9,8,7
"2698","0","2",17,"0",-0.45,"0",28,"2",17.39,17.39,19.57,19.57,10.87,15.22,"0",6,8,8,3,4,5,4,4,2,23,"PoliSci","4",8,5,"MeetNewPpl","2/Week","1/Week","Banking/Consulting",6,8,6,9,8,8,9,5,7,4,9,9,9,9,9,10,4,6,15.38,19.23,17.31,19.23,9.62,19.23,25.64,17.95,12.82,15.38,15.38,12.82,7,9,7,9,7
"6204","1","2",13,"0",0.34,"1",24,"2",22,17,15,15,15,16,"0",5,8,8,7,6,5,4,5,2,22,"Engineering","2",6,6,"ToSayIDidIt","1/Month","1/Week","Banking/Consulting",9,8,3,7,4,3,5,3,3,5,6,5,8,3,6,2,1,6,20,25,20,15,5,15,25,20,10,20,15,10,4,8,7,9,9
"5068","0","2",6,"0",0.16,"0",24,"6",20,10,25,20,10,15,"0",5,7,8,6,6,5,5,6,2,32,"Bio","2",5,6,"GetADate","2/Week","SVRL/Week","DocMed",6,3,3,10,10,10,8,2,3,5,4,8,9,9,9,9,7,5,5,25,20,10,15,25,30,15,7,20,8,20,4,8,6,10,7
"4501","0","2",5,"0",0.5,"0",32,"6",20,10,30,20,10,10,"1",5,5,6,6,6,5,7,5,2,21,"Education","2",9,8,"MeetNewPpl","2/Week","SVRL/Week","Academic/Research",5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,7,25,25,15,15,10,10,40,10,10,15,10,15,8,10,9,8,9
"2953","0","2",9,"0",-0.07,"1",24,"2",20.51,5.13,23.08,12.82,17.95,20.51,"0",5,5,4,5,4,4,4,3,2,28,"PoliSci","2",9,1,"MeetNewPpl","2/Month","SVRL/Week","IntlAffairs",9,8,9,10,9,9,5,8,1,9,9,10,10,9,7,10,7,5,16.36,16.36,18.18,18.18,16.36,14.55,16,16,18,20,14,16,7,9,9,9,9
"3593","0","2",19,"1",0.5,"0",24,"3",30,10,20,20,10,10,"1",5,6,8,7,7,8,6,7,2,33,"SocScie/Psych","4",1,1,"MeetNewPpl","SVRL/Year","SVRL/Year","Academic/Research",5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,25,30,10,10,5,20,40,20,5,20,5,20,8,10,9,8,7
"7450","0","2",4,"0",0.07,"0",30,"2",40,10,20,10,0,20,"1",7,7,8,6,5,4,7,6,2,26,"Business","3",3,3,"MeetNewPpl","AlmostNever","2/Week","Academic/Research",8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4
"4406","1","2",21,"0",0.4,"0",24,"3",30,20,20,10,15,5,"0",5,8,9,7,9,8,9,6,2,27,"Bio","4",5,5,"FunNightOut","1/Week","2/Week","DocMed",9,7,7,7,7,7,5,6,5,7,5,6,7,5,8,5,5,6,20,20,15,15,12,18,30,15,20,20,5,10,6,9,7,9,9
"7141","1","2",9,"0",0.56,"0",27,"3",10,15,30,10,15,20,"1",6,3,8,6,5,5,5,5,2,28,"SocScie/Psych","2",1,1,"Other","1/Week","SVRL/Week","Academic/Research",10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,5,40,20,20,20,0,0,20,0,40,5,5,30,8,10,10,10,10
"1455","1","2",14,"0",0.31,"0",23,"4",15,21,18,18,10,18,"1",5,8,8,6,7,4,6,1,2,30,"Business","6",8,9,"FunNightOut","1/Week","2/Week","Academic/Research",5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,5,20,25,25,15,5,10,20,15,20,15,15,15,7,8,8,9,6
"6344","1","2",16,"0",0.26,"1",23,"2",20,20,20,20,20,0,"1",10,10,10,10,10,7,5,8,2,34,"Business","2",8,2,"GetADate","2/Month","SVRL/Week","Banking/Consulting",7,6,6,7,7,6,3,3,1,8,1,7,6,7,10,8,3,3,35,15,15,25,10,0,60,0,10,20,0,0,8,6,9,7,5
"4353","1","2",1,"0",0.42,"0",24,"2",22,14,30,10,14,10,"0",5,7,7,9,9,3,5,3,2,28,"Business","4",1,2,"FunNightOut","2/Month","SVRL/Week","Banking/Consulting",10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,20,30,10,20,0,20,30,20,15,15,20,0,4,9,10,8,8
"4967","1","1",3,"1",-0.12,"1",23,"2",40,10,15,20,10,5,"1",1,7,10,6,10,1,1,6,2,24,"SocScie/Psych","2",1,8,"FunNightOut","1/Week","1/Week","Academic/Research",9,1,9,4,7,7,4,1,4,8,6,5,4,3,8,5,7,6,20,10,20,20,15,15,15,20,20,20,15,10,8,7,9,8,8
"6374","1","2",5,"0",-0.05,"0",25,"4",15,18,18,18,15,16,"1",6,9,8,6,5,5,6,6,2,27,"Business","2",1,1,"FunNightOut","1/Month","2/Week","Banking/Consulting",10,10,10,5,8,8,0,7,3,8,6,5,5,8,8,4,4,4,75,5,5,5,5,5,60,10,10,10,5,5,7,7,8,8,8
"1397","1","2",7,"1",-0.07,"1",22,"2",15,20,20,20,5,20,"1",7,7,7,7,7,6,7,5,2,29,"Bio","2",4,1,"MeetNewPpl","1/Month","2/Week","Academic/Research",6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,5,50,7,20,23,0,0,30,10,12,8,30,10,7,5,7,6,6
"5831","0","2",4,"0",0.51,"1",24,"2",30,15,15,15,15,10,"0",6,8,8,7,6,4,6,7,2,27,"Education","2",10,5,"GetADate","SVRL/Year","2/Week","Banking/Consulting",9,7,9,9,8,8,5,1,5,6,9,4,9,8,7,7,4,4,25,20,10,20,15,10,75,1,2,20,1,1,7,9,7,6,6
"4948","1","1",1,"0",-0.05,"0",30,"3",10,20,20,10,10,30,"1",7,7,7,7,5,5,7,5,2,23,"Business","2",5,3,"FunNightOut","1/Week","SVRL/Week","Banking/Consulting",10,5,10,7,3,1,10,5,3,8,2,4,8,2,4,3,6,7,50,5,15,20,10,0,20,15,10,20,20,15,7,4,7,9,9
"8314","1","2",15,"0",0.43,"0",26,"3",25,25,25,12,3,10,"0",2,3,4,3,6,3,3,3,2,30,"Business","2",5,6,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",5,3,5,9,7,8,3,3,8,8,3,7,7,4,6,6,3,7,30,3,30,30,3,4,20,3,30,30,13,4,7,7,7,7,7
"2463","0","1",8,"0",0.46,"0",21,"2",15.56,11.11,22.22,15.56,20,15.56,"0",7,6,6,6,5,6,3,1,2,30,"English","3",5,1,"FunNightOut","SVRL/Year","1/Week","Academic/Research",5,5,10,10,7,7,5,1,7,10,1,8,8,7,9,10,9,2,19.15,21.28,17.02,17.02,12.77,12.77,22.73,13.64,18.18,22.73,11.36,11.36,8,10,6,8,10
"5702","1","2",1,"1",0.24,"1",26,"4",20,10,25,25,10,10,"1",10,10,10,10,10,10,10,10,1,25,"Business","4",10,7,"MeetNewPpl","1/Month","2/Week","Undecided",4,1,4,10,5,6,7,7,3,3,9,7,9,5,6,9,5,5,30,10,15,20,15,10,30,10,20,10,20,10,6,10,8,9,10
"3237","1","2",18,"0",0.2,"0",22,"2",15.38,19.23,19.23,19.23,15.38,11.54,"0",7,9,9,8,8,5,7,6,2,28,"Business","3",4,9,"FunNightOut","AlmostNever","2/Week","Banking/Consulting",10,8,3,8,8,8,7,3,9,8,8,9,7,9,9,2,6,4,14.71,14.71,14.71,14.71,20.59,20.59,19.51,14.63,19.51,19.51,12.2,14.63,5,9,7,6,7
"6569","0","2",13,"1",0.26,"0",25,"2",40,10,0,45,0,5,"1",4,2,4,4,5,3,6,3,2,30,"FineArts","6",3,3,"MeetNewPpl","SVRL/Year","1/Week","Entertainment",3,3,8,8,8,8,8,1,6,7,5,7,8,5,5,5,3,5,20,20,20,20,10,10,35,10,10,35,5,5,8,6,7,8,5
"4494","0","2",4,"0",0.16,"1",29,"2",30,15,15,20,10,10,"0",4,7,7,6,7,6,5,5,2,28,"Education","2",10,10,"FunNightOut","2/Month","2/Week","Academic/Research",4,5,2,8,8,7,6,5,9,9,9,8,7,8,10,9,7,3,15,20,35,15,5,10,50,0,10,30,0,10,8,9,6,10,9
"1432","1","2",17,"0",0.5,"1",30,"2",20,25,15,15,15,10,"1",8,7,7,6,6,5,7,6,2,28,"Law","2",1,1,"GetADate","1/Week","2/Week","Lawyer",5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,8,30,30,20,10,10,0,20,20,20,10,25,5,10,10,10,10,8
"2830","0","2",11,"0",0.32,"0",26,"4",14.89,19.15,21.28,19.15,14.89,10.64,"0",6,8,8,3,6,2,2,2,2,23,"Bio","2",5,5,"FunNightOut","AlmostNever","SVRL/Week","Academic/Research",8,2,6,8,6,6,7,2,6,9,3,3,8,5,6,3,5,5,15.38,17.31,19.23,19.23,11.54,17.31,21.43,11.9,11.9,19.05,19.05,16.67,7,8,9,10,5
"117","1","1",1,"0",0.21,"0",22,"4",15,15,25,20,15,10,"0",6,6,8,4,9,4,7,3,1,22,"Law","2",1,1,"FunNightOut","SVRL/Week","SVRL/Week","Lawyer",9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,60,0,0,40,0,0,25,15,25,20,15,0,9,9,9,10,9
"5432","1","2",4,"1",0.05,"1",21,"4",15,25,15,15,15,15,"1",9,9,10,8,7,6,6,5,2,23,"Engineering","4",1,1,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,7,25,20,20,20,5,10,20,25,15,30,5,5,5,7,8,8,3
"7646","0","2",21,"0",0.18,"1",30,"2",35,10,20,25,5,5,"0",5,6,5,7,6,6,5,4,2,26,"Education","2",8,9,"MeetNewPpl","2/Month","2/Week","Politics",9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,40,5,30,15,5,5,80,2,5,10,1,2,8,10,9,9,10
"6556","0","2",2,"0",0.23,"0",27,"3",30,25,10,20,0,15,"0",7,9,6,5,3,5,6,7,2,28,"SocialWork","2",1,1,"SRSRelationship","SVRL/Year","1/Week","SocialWork",2,2,2,10,10,10,7,1,6,6,4,9,8,8,7,5,5,4,15,30,30,10,10,5,25,10,25,15,20,5,7,8,8,8,8
"2539","1","1",1,"1",0.71,"0",29,"4",9.52,23.81,16.67,16.67,16.67,16.67,"1",5,5,5,5,5,7,7,8,2,26,"Business","2",10,5,"MeetNewPpl","2/Month","SVRL/Week","Banking/Consulting",3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,16.98,16.98,18.87,16.98,13.21,16.98,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7
"5448","1","2",19,"1",-0.04,"1",26,"3",15,15,15,20,20,15,"1",9,9,9,9,7,7,7,9,2,27,"Business","3",6,2,"GetADate","2/Month","2/Week","Banking/Consulting",9,7,9,9,4,3,3,5,1,9,5,4,7,5,6,8,1,6,25,25,25,15,10,0,25,10,25,20,15,5,8,8,8,9,9
"7749","0","2",8,"1",0.2,"0",22,"2",30,10,20,15,15,10,"1",7,8,8,9,9,7,7,8,2,25,"MedSci","4",9,6,"MeetNewPpl","AlmostNever","2/Month","DocMed",4,1,7,9,8,8,6,3,8,7,7,8,8,5,5,7,5,6,15,20,25,20,10,10,35,10,15,20,10,10,5,9,7,8,7
"3646","0","2",10,"0",-0.25,"0",24,"6",20,20,25,25,5,5,"1",3,3,3,3,3,3,3,3,2,26,"Bio","4",3,1,"FunNightOut","AlmostNever","1/Week","DocMed",6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6
"2915","0","2",7,"0",-0.18,"0",25,"6",16.67,16.67,16.67,16.67,14.81,18.52,"1",9,9,9,9,9,9,9,9,2,28,"PoliSci","1",7,3,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,13.04,21.74,17.39,17.39,15.22,15.22,20.93,13.95,13.95,18.6,13.95,18.6,7,9,8,7,8
"1084","0","2",14,"0",0.23,"0",29,"2",50,7,20,23,0,0,"0",4,6,7,4,6,6,4,5,2,27,"Bio","4",3,1,"FunNightOut","1/Month","2/Month","Academic/Research",8,3,7,5,5,4,3,1,5,10,9,7,7,7,7,9,2,7,10,20,20,10,20,20,25,20,10,20,10,15,8,8,8,8,8
"7316","1","2",9,"1",-0.18,"0",29,"4",10,20,25,25,10,10,"1",4,4,6,9,2,4,7,5,2,32,"FineArts","6",5,6,"MeetNewPpl","2/Week","SVRL/Week","Entertainment",7,5,6,7,5,6,7,7,6,5,6,7,7,6,5,5,6,6,20,20,20,15,15,10,20,10,20,20,15,15,7,7,7,8,9
"3892","0","2",16,"0",-0.29,"0",25,"2",27,15,28,10,10,10,"0",6,7,8,4,5,4,4,6,2,26,"Bio","4",2,2,"FunNightOut","1/Week","1/Week","DocMed",4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,4,20,30,10,15,10,15,20,30,20,10,20,10,7,6,5,7,7
"2223","1","2",5,"0",0.11,"1",27,"4",15.09,16.98,16.98,18.87,18.87,13.21,"0",6,8,8,4,9,7,8,5,2,27,"Bio","4",1,1,"MeetNewPpl","SVRL/Year","2/Week","DocMed",3,3,3,8,7,7,6,2,8,5,4,3,9,10,10,7,3,4,15.22,15.22,19.57,17.39,13.04,19.57,13.04,19.57,19.57,17.39,17.39,13.04,7,8,7,9,8
"6048","0","2",2,"0",0.53,"1",31,"2",10,20,40,10,10,10,"1",5,5,5,5,5,5,5,5,2,24,"English","2",1,6,"MeetNewPpl","2/Month","2/Week","Entertainment",3,1,4,9,8,8,10,1,1,10,6,9,9,8,7,7,2,6,18,19,16,15,15,17,20,20,15,15,15,15,9,8,7,7,7
"3650","0","2",3,"0",-0.3,"1",28,"4",20,30,10,20,0,20,"0",7,4,7,4,7,3,4,3,2,26,"Bio","4",3,1,"FunNightOut","AlmostNever","1/Week","DocMed",6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,6,16.67,16.67,16.67,16.67,16.67,16.67,50,10,10,10,10,10,6,8,6,7,6
"7436","0","2",20,"0",0.5,"0",24,"6",30,30,30,5,2,3,"1",8,9,8,9,8,9,8,8,2,26,"Business","3",3,3,"MeetNewPpl","AlmostNever","2/Week","Academic/Research",8,1,4,10,8,7,10,5,7,9,1,3,9,7,5,1,7,5,25,25,25,12,3,10,35,10,10,25,5,15,7,9,6,8,4
"6860","1","1",2,"0",-0.22,"1",24,"4",10,25,20,16,20,9,"1",5,8,8,6,8,4,6,5,2,23,"Bio","4",3,2,"MeetNewPpl","AlmostNever","SVRL/Week","Undecided",5,4,7,5,4,3,3,5,4,5,4,4,4,4,7,3,1,5,15,15,15,15,15,25,15,15,15,15,15,25,6,7,7,8,7
"4984","1","1",2,"0",0.74,"0",34,"2",15,15,10,25,10,25,"0",6,7,7,4,6,2,4,5,2,25,"Architecture","3",1,5,"FunNightOut","1/Month","2/Week","Architecture",5,4,4,5,8,10,4,1,1,9,4,6,10,10,10,3,4,4,20,15,30,10,15,10,30,15,20,10,15,10,5,9,7,7,9
"6117","1","2",16,"0",0.26,"1",28,"2",35,0,35,10,10,10,"0",7,6,6,6,6,4,6,5,2,29,"Business","2",7,2,"MeetNewPpl","1/Week","SVRL/Week","Banking/Consulting",4,1,2,10,7,7,9,9,8,7,7,7,9,6,5,6,2,8,45,10,10,30,0,5,20,20,20,20,10,10,7,6,10,7,8
"686","1","2",7,"1",-0.57,"0",24,"2",35,10,20,20,10,5,"1",7,8,8,6,7,5,7,8,2,25,"Business","4",1,3,"FunNightOut","1/Week","2/Week","Banking/Consulting",10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7,6,20,20,20,20,5,15,30,15,15,15,15,10,7,10,10,10,8
"2825","0","2",1,"0",0.01,"1",42,"2",23.81,23.81,23.81,23.81,2.38,2.38,"0",5,8,8,7,7,3,3,3,2,26,"Business","2",8,6,"GetADate","1/Month","SVRL/Week","Banking/Consulting",10,5,9,9,10,10,3,1,9,8,4,5,5,3,8,10,7,4,19.61,15.69,17.65,15.69,17.65,13.73,31.25,9.38,9.38,31.25,3.13,15.63,9,5,9,10,10
"2919","0","2",1,"0",0.16,"0",32,"2",17.24,17.24,17.24,17.24,13.79,17.24,"0",5,8,6,7,7,7,7,5,2,28,"PoliSci","1",7,3,"GetADate","SVRL/Year","2/Week","Banking/Consulting",3,2,6,8,5,5,6,8,8,3,6,7,8,7,10,3,3,7,13.04,21.74,17.39,17.39,15.22,15.22,20.93,13.95,13.95,18.6,13.95,18.6,7,9,8,7,8
"1189","0","2",11,"0",0.27,"0",28,"4",20,20,20,10,10,20,"1",6,8,8,8,6,6,6,7,2,22,"SocScie/Psych","2",1,1,"MeetNewPpl","AlmostNever","SVRL/Week","Academic/Research",2,2,1,4,7,7,2,1,6,4,7,5,10,10,10,2,2,6,15,20,20,20,5,20,40,10,10,10,10,20,7,9,9,9,4
"4653","1","2",14,"0",0.31,"0",22,"2",10,30,20,10,15,15,"0",6,8,8,6,8,6,6,6,2,27,"Education","4",7,3,"FunNightOut","AlmostNever","2/Week","Academic/Research",7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,7,17,19,18,17,11,18,15,20,20,15,15,15,7,10,8,8,7
"7546","0","2",18,"0",0.26,"0",24,"6",30,30,30,5,2,3,"1",7,8,7,7,8,7,8,8,2,23,"English","2",8,5,"FunNightOut","SVRL/Year","1/Week","Journalism",10,10,8,9,9,8,10,3,8,9,8,9,10,7,10,5,9,6,20,20,20,15,10,15,30,15,20,15,5,15,8,10,8,10,8
"6776","1","2",8,"0",-0.01,"1",27,"4",15,15,25,15,15,15,"0",5,8,7,5,7,2,5,3,2,30,"Business","4",3,1,"MeetNewPpl","1/Week","1/Week","Banking/Consulting",3,3,2,4,4,3,3,4,3,6,7,5,7,7,8,6,6,3,20,40,5,20,5,10,20,40,10,10,10,10,2,4,4,4,4
"3497","1","1",8,"1",0.51,"0",29,"4",90,2,2,2,2,2,"1",5,6,8,7,6,6,7,7,2,27,"Lang","2",2,3,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,6,20,20,20,25,5,10,20,25,15,20,10,10,7,9,8,9,5
"5948","0","2",12,"1",0.12,"1",27,"2",20,20,20,20,10,10,"1",7,5,8,4,10,5,8,8,2,21,"Law","2",1,1,"MeetNewPpl","1/Week","SVRL/Week","Lawyer",7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,20,30,20,20,0,10,50,0,10,15,15,10,8,10,9,7,5
"7471","0","2",22,"0",0.37,"0",30,"2",25,20,20,20,0,15,"0",4,7,6,4,2,1,5,6,2,23,"Engineering","4",2,2,"MeetNewPpl","AlmostNever","1/Week","Banking/Consulting",6,5,5,7,8,10,10,3,9,8,5,8,9,9,10,7,8,6,20,10,10,30,15,15,60,5,10,10,5,10,8,4,10,8,8
"6423","1","2",10,"0",0.37,"1",28,"2",35,0,35,10,10,10,"0",6,8,6,6,6,5,5,10,2,31,"Business","2",3,1,"FunNightOut","2/Month","2/Week","Banking/Consulting",1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,10,20,40,10,10,10,20,10,10,30,10,20,7,8,4,10,8
"3943","0","2",9,"1",0.42,"1",27,"2",20,20,15,25,10,10,"1",6,7,7,6,5,5,6,3,2,24,"History","2",4,5,"MeetNewPpl","SVRL/Year","2/Week","Academic/Research",4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,6,20,10,30,15,15,10,30,10,10,30,5,10,8,8,6,8,7
"6774","1","2",1,"0",0.21,"1",29,"2",20,10,50,5,10,5,"0",5,9,10,5,9,5,5,1,2,25,"PoliSci","2",3,7,"MeetNewPpl","SVRL/Year","2/Week","IntlAffairs",7,3,9,9,9,9,9,9,3,5,7,9,10,9,10,5,10,3,50,5,5,5,5,30,25,5,5,5,30,30,9,6,7,10,10
"3112","1","2",2,"0",0.6,"0",24,"6",14,18,20,18,16,14,"0",7,7,8,6,7,4,4,9,2,26,"Business","2",1,1,"FunNightOut","1/Week","2/Week","Banking/Consulting",8,2,7,7,7,8,3,3,6,7,2,6,7,7,10,3,10,7,16.28,16.28,18.6,16.28,16.28,16.28,20,12.5,15,17.5,17.5,17.5,7,7,6,9,6
"7215","1","2",11,"0",0.02,"0",30,"1",15,20,10,30,5,20,"0",5,8,9,6,8,5,6,10,2,29,"Business","4",1,1,"GetADate","2/Week","1/Week","Banking/Consulting",3,3,3,9,5,1,1,1,8,8,8,8,8,8,8,8,3,5,15,20,20,20,5,20,20,20,20,20,10,10,5,10,7,10,8
"1596","1","2",2,"0",0.55,"1",23,"2",15,15,20,15,15,20,"0",7,9,7,6,7,5,5,9,2,24,"Engineering","2",1,1,"FunNightOut","SVRL/Year","1/Week","Engineer",7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,5,10,20,35,20,0,15,25,25,15,15,10,10,4,8,3,7,2
"4873","0","1",1,"0",-0.05,"0",23,"2",50,5,15,20,10,0,"0",5,8,7,7,6,6,8,6,2,30,"SocScie/Psych","3",2,4,"MeetNewPpl","SVRL/Year","2/Week","Psychologist",5,7,9,9,9,9,7,7,7,9,7,9,9,9,9,4,6,6,10,20,20,10,10,30,30,20,10,20,10,10,7,9,7,8,8
"42","0","1",10,"0",0,"1",22,"2",60,0,0,40,0,0,"0",6,7,10,7,6,5,7,4,1,21,"Law","2",8,1,"MeetNewPpl","2/Month","SVRL/Week","Lawyer",7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,20,5,25,25,10,15,50,10,10,20,5,5,6,3,6,10,8
"1795","1","1",7,"0",0.14,"1",21,"2",35,15,5,30,15,0,"1",8,7,10,7,10,9,9,1,2,22,"History","2",7,5,"SRSRelationship","SVRL/Year","1/Week","DocMed",10,8,7,8,8,7,5,2,7,10,5,8,8,9,10,6,7,6,25,40,15,10,5,5,20,20,15,20,15,10,9,10,9,9,9
"3874","0","2",13,"0",-0.05,"0",23,"1",25,15,20,20,10,10,"1",7,7,7,7,7,7,7,3,2,28,"Lang","2",2,2,"MeetNewPpl","AlmostNever","1/Week","Undecided",5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,4,25,20,20,25,0,10,39,20,15,20,0,6,8,8,7,7,4
"4964","1","1",1,"0",-0.51,"0",34,"2",15,15,10,25,10,25,"1",10,8,7,6,6,7,6,7,2,29,"Business","4",1,1,"FunNightOut","1/Month","1/Week","DocMed",9,4,9,9,8,8,5,6,8,5,5,6,6,3,5,8,5,5,40,10,15,10,10,15,20,10,20,20,10,20,8,7,8,8,9
"6666","1","2",6,"0",0.45,"0",27,"4",15,15,25,15,15,15,"0",7,8,9,7,9,3,6,5,2,21,"Law","2",8,2,"FunNightOut","AlmostNever","2/Week","Lawyer",10,10,10,10,7,7,7,3,1,3,5,5,10,8,10,8,5,7,35,5,30,20,5,5,40,5,20,10,20,5,8,8,9,9,9
"3251","1","2",5,"0",-0.2,"0",25,"4",17.65,17.65,17.65,15.69,15.69,15.69,"0",5,4,5,5,5,3,3,5,2,23,"Business","2",1,3,"MeetNewPpl","1/Week","SVRL/Week","Entertainment",10,7,8,6,7,7,3,2,8,4,5,6,7,4,9,2,4,3,25.64,17.95,15.38,20.51,10.26,10.26,19.05,16.67,19.05,11.9,19.05,14.29,10,10,10,10,10
"7969","1","2",9,"0",-0.01,"0",30,"3",15,20,20,20,5,10,"0",3,4,5,6,5,4,4,4,2,24,"Engineering","6",1,1,"GetADate","1/Month","SVRL/Year","Engineer",7,9,3,9,9,8,6,7,7,7,3,6,7,8,7,4,1,9,30,30,30,5,2,3,25,25,25,10,10,5,7,9,8,9,5
